Target_Type,Target_Keyword,StandardDeviation,StandardDeviation_Mean,Kurtosis,Kurtosis_Mean,Skewness,Skewness_Mean
Sports,Baseball,"[0.06324321, 0.0394347, 0.06593716, 0.045212246, 0.046341002, 0.039959513, 0.048483104, 0.053898904, 0.05326142, 0.06327219, 0.05545866, 0.068974406, 0.052643057, 0.05158851, 0.060498443, 0.049108263, 0.064174205, 0.080780305, 0.063233025, 0.061693095]",0.056359768,"[1.1115217457755433, 0.6539334432891937, -0.5996666006525895, 1.696350460659822, 0.3988761681170212, 0.3043155471427683, 0.04534122486759529, 0.18356340405385874, 0.5011776902432152, -0.7652717177628849, -0.07943047184840513, -0.596817107982595, -0.11052707501656833, -0.5257410663634428, -0.42145923581377076, 0.3148385551616628, 0.7671987936914246, -0.13011267991478448, 0.4492854426919419, -0.2508060534908916]",0.14732852334240573,"[0.6588647431177361, -0.42544151164095445, -0.06900081089148996, -0.9065391402907897, -0.8209450293704852, 0.01953261492296504, 0.10003221526413801, -0.1490534077446912, -0.34306472260979143, -0.026320628515124404, -0.033649926984541945, 0.2380301327356479, -0.5801273623170601, 0.28502916664580435, 0.7052942909353703, 0.5524927166684804, 1.1218917857042072, 0.4170754406932835, -0.3198360488319377, 0.3388170207536181]",0.03815407691221923
Sports,Rugby,"[0.06637708, 0.043773826, 0.053378668, 0.05814881, 0.05276793, 0.05109438, 0.05332133, 0.04205342, 0.046895724, 0.048655964, 0.06297817, 0.060576756, 0.048344035, 0.051782064, 0.055458054, 0.046009727, 0.04654766, 0.041469038, 0.048218574, 0.06556952]",0.052171033,"[-0.12419056898416336, 0.1825304521043285, 0.38404440519071636, -0.5509741580395966, 0.729411725270984, -0.14476062542523715, -0.8365800513735091, -0.24984817122921044, -0.11056248183944861, -0.018394198128736772, -0.49778544329181607, 0.14303002485630456, -0.12579907999048556, 0.10474428232630562, 0.7421768677611693, -0.568026019385869, 0.103329428883431, -0.6903838795016624, -0.585290037979874, 0.17373569159727698]",-0.09697959185895463,"[-0.07619740843303656, -0.14501345041197045, -0.3375945137860795, 0.06298402005023812, -0.5135736761793459, -0.07523047507203605, -0.0024542106577718236, -0.14820129006593732, -0.10118410282067884, -0.3357755443218479, 0.3160018688419006, -0.08307978085625607, -0.31487279920763445, -0.305894175443799, 0.026080654075709284, 0.06314445402151352, -0.5280077149722086, 0.1986845338233369, 0.343057238857986, -0.5374881218177667]",-0.12473072471878424
Sports,Cricket,"[0.034494746, 0.06551655, 0.043801457, 0.0548773, 0.039581943, 0.0459175, 0.05964957, 0.05470139, 0.0408674, 0.06491644, 0.041687474, 0.053873304, 0.05834665, 0.06573738, 0.04363362, 0.04741195, 0.038917787, 0.050655495, 0.04691133, 0.06610592]",0.05088026,"[-0.44084691337104287, 0.5284143752702786, -0.16415327570632643, 0.3838803924527543, 0.437481212635777, 0.10726357736826575, -0.17848125178296526, -0.42101051517594, 0.5392084650985667, -0.5173797537772757, 0.3717309052040809, -0.5389632158263615, -0.3619840471054667, -0.578771574462992, 2.7649061191295665, -0.06370309618183523, 0.1718281784189588, 0.16055775888560486, -0.1923178988248515, -0.19358686895724464]",0.09070362866457757,"[0.06558499761854024, -0.5059937133086398, -0.7546530146791586, -0.7971012365422784, -0.3231157795289472, -0.661445711323473, -0.522022978568792, -0.3876351970966488, 0.2194353526598957, -0.12281966218869136, 0.43208893734319387, -0.37931759422398525, -0.19732568477644702, -0.2175999744566172, -1.193397444192428, -0.4183515143402559, 0.14954498179513295, -0.6928247707270119, -0.05390732077678978, -0.02203621853063605]",-0.31914467729220186
Sports,Badminton,"[0.046822898, 0.05010496, 0.07058456, 0.065215535, 0.051002447, 0.059083715, 0.04476879, 0.050852567, 0.056343175, 0.056831647, 0.06469326, 0.061326552, 0.05556921, 0.060439616, 0.045861878, 0.063954376, 0.060976505, 0.064851485, 0.0670093, 0.04307127]",0.05696819,"[-0.004560508279903175, 0.3995932350129623, -0.31442805445628697, -0.7693542418902584, 0.047242283883318414, 0.03516593240560928, -0.0838557961392028, -0.44801814383897076, 0.38383312362194877, -0.1951154111769937, -0.22136228578251238, 0.1412920438996199, 0.37371062211217376, -0.1395446321630387, -0.5523942807772984, -0.2689356708051358, 0.41327307996542695, -0.4703357893500737, -0.27866801522583273, 0.02684076119376]",-0.0962810873895344,"[-0.4958375028804899, -0.7363517934912455, 0.18277829997705508, -0.12176523466083755, -0.3313701352742335, 0.7724007705342899, 0.007347838526757739, -0.4583768628272092, -0.776305971738366, -0.40917754470690865, -0.20204185686541126, 0.6456145764833289, -0.7343889682351219, -0.27772145457529385, -0.12954272903556885, 0.3216293200261206, -0.7047794122521367, -0.16798658114819798, -0.541282764247506, -0.5384043303217855]",-0.23477811683563804
Sports,Swimming,"[0.06283157, 0.044904865, 0.05895463, 0.06876007, 0.05601072, 0.051848583, 0.054339487, 0.05129957, 0.06258719, 0.061289094, 0.054830603, 0.051616315, 0.046051968, 0.064154856, 0.05321475, 0.053921636, 0.046860475, 0.046707083, 0.06445759, 0.05468721]",0.055466413,"[-0.6224887058565511, -0.19075293094428192, -0.2606228005226825, 0.7511622305184278, 0.5849558117229687, -0.3993644441843398, -0.548017999238799, -0.32405043591992033, -0.6706081656010126, -0.37631505037646384, -0.15010193913451175, 0.07231655917491109, -0.5028744907359304, -0.7512180694809514, -0.3909194191205625, -0.20419565953308538, -0.5161233857618206, 0.2524066118415882, -0.3396443219773788, -0.5184988869921692]",-0.25524777460612824,"[-0.34967355127335054, 0.21521784544089567, -0.3631771832663439, 0.5277591846454417, 0.18713095685818432, 0.2981632075665761, -0.34317526779781815, -0.19656766372027057, -0.24019149673389253, -0.4042392194944774, -0.27611178495072713, 0.02895331655149278, -0.03259831056129146, 0.08424446703779732, 0.07589875883344022, -0.40762887679685733, -0.5206079552364258, 0.09330226683624346, -0.08504224629074972, 0.33356511785799126]",-0.06873892172470707
Sports,Gymnastics,"[0.050410926, 0.07093272, 0.062319852, 0.05226517, 0.05971419, 0.06424102, 0.057705604, 0.061132677, 0.060089502, 0.054897442, 0.05615852, 0.065903835, 0.05434136, 0.06056562, 0.052852016, 0.072334416, 0.050186682, 0.066588394, 0.054410674, 0.052657247]",0.058985393,"[0.472447944309371, 0.5493262067712243, 0.28706710030318794, -0.6379525826807266, 0.7868908076629304, -0.4968324254286891, 0.007626624832146156, -0.34702862973555604, 0.8047435663599365, 0.7301414189301871, -0.16819572397249472, -0.33907671623559255, -0.539934625375909, 0.5215971788937424, 0.15608727226777486, 0.18562713164802913, 0.552930103541339, 0.9058995764355342, 1.1754073600698494, 0.11990490823608813]",0.23633382484161863,"[-0.6882021698931131, -0.44187003641030165, -0.5243410173260091, -0.1697313905110095, -0.8416175029108802, -0.10375686098422908, -0.38854591932573607, -0.4894210313704369, -0.8909503874052221, 0.22663772440154467, -0.19550010892721878, -0.36506158233651415, -0.3575396934370143, -0.43099515180014725, -0.39890759987262303, -0.4034235659616254, -0.8382269966956899, -0.9962778909084082, -1.0013759378468894, -0.2245843594631225]",-0.47618457394923225
Objects,Car_Fixing,"[0.045369282, 0.0714605, 0.063052155, 0.067056485, 0.06531589, 0.06347528, 0.07002162, 0.06889887, 0.07518705, 0.06362047, 0.0684773, 0.06759363, 0.07013552, 0.07571828, 0.08532297, 0.079411104, 0.07897558, 0.06341548, 0.075143695, 0.056393385]",0.06870223,"[0.7748761733177862, -0.3972520891740903, -0.25476597816150726, -0.39846976876476337, 0.05489416532178204, 0.06555825681162242, -0.6595007480725488, -0.42538875476112237, -0.573835992236519, -0.07446904873792981, -0.5462124697439616, -0.534786847607335, -0.19734462514473394, -0.7173599392301502, -0.554611275995395, -0.2514511970691866, -0.6799368246549666, -0.27657578482087564, -0.6915964119145737, -0.5203868929235842]",-0.3429308026781027,"[-0.3003495803481812, -0.39203161210158405, -0.5360016299152155, -0.1341061670138765, 0.5656634936529151, -0.7104841634666953, -0.29452581994277893, -0.5554196335440589, 0.099655364787456, -0.6071631996795486, -0.531730892097502, -0.4940087938467189, 0.15653179037367282, 0.5256193537413895, -0.0024944220814866257, 0.5007296004809199, -0.12783042994167879, 0.027535320233667004, -0.3560354612458638, -0.30532964181402167]",-0.17358882618845956
Objects,Farm_Machinery,"[0.061763845, 0.063489676, 0.07264228, 0.045612518, 0.057058528, 0.07608817, 0.050200753, 0.062483396, 0.05768087, 0.07862876, 0.06031098, 0.07214523, 0.06870103, 0.06767577, 0.08274432, 0.06150107, 0.062034275, 0.078148685, 0.07158357, 0.08048496]",0.066548936,"[-0.3202524100346098, -0.3823660426752036, -0.7491791124842542, -0.4949252203035326, -0.9736139735849743, -0.823483253780461, -0.03833857173925992, -0.207720640290864, -0.5507674505332418, -0.7481991260165377, -0.5364821288862496, -0.39470966843824495, -0.6012869748593981, -0.506740155454148, -0.8112927773334793, -0.5291719972903244, -0.21393463400348045, -0.4147095517640431, -0.4206428933944997, -0.6795934199886098]",-0.5198705001427708,"[-0.36042917706965694, -0.3845928076964629, -0.33546580926287045, -0.12248176079618088, -0.05151097978733317, 0.23727351183095055, -0.35293217318553294, -0.4872968822907701, -0.2412880705653566, -0.12187760298788314, -0.1556286728536631, -0.16344178474090615, -0.3398212767415543, -0.3415221905756896, -0.12753499700222462, 0.002543162207637821, -0.5086525263246723, 0.006768836189474161, -0.481134264968655, -0.3252773640445436]",-0.2327151415332947
Objects,Fishing_Rod,"[0.0683911, 0.059110127, 0.070770554, 0.07683709, 0.062771745, 0.06089774, 0.071256645, 0.052457627, 0.06427081, 0.07212664, 0.07238595, 0.06972383, 0.047779985, 0.06954605, 0.06422377, 0.05659547, 0.054031827, 0.07872791, 0.0462563, 0.07076223]",0.06444617,"[-0.321920542329579, -0.4810969166096384, -0.34060310859178466, -0.43427262243603515, -0.5991831985886837, -0.04609635163968706, -0.32877857279493083, -0.426251666520872, -0.6540163181844836, -0.6110735566415979, -0.3760649619405547, -0.4387352565103164, -0.24575575786317216, -0.8203144060682694, -0.8773440195573601, -0.44184543542824883, 0.1758734503925492, 0.1806258694148304, -0.5465743982726141, -0.47291056592684955]",-0.4053169168048649,"[-0.1017543316828182, 0.12335191093259455, -0.08086282502804128, 0.06627143187353636, 0.16957031367109984, -0.428391738050661, 0.2451145039265813, -0.3842620952314316, -0.1126145865455847, -0.06111525434720154, -0.011152427032335181, -0.21676380840733922, 0.35889985199057417, -0.1262006012736153, 0.14092010233584698, -0.5368469640757687, -0.41592791160409337, 0.4755494668863537, -0.3096748561136053, -0.10711696969803038]",-0.06565033937369694
Objects,Food_Processor,"[0.066769674, 0.07083404, 0.05933951, 0.06170048, 0.064758025, 0.055550367, 0.06656087, 0.056032173, 0.063996755, 0.06484912, 0.061343726, 0.0645714, 0.07234283, 0.071886, 0.07158296, 0.06201587, 0.07328279, 0.0698324, 0.0648541, 0.067715526]",0.06549093,"[-0.857114364780601, -0.11025757268447789, -0.06970577764606833, 0.068104642418227, -0.3474480036239278, -0.6743380388914435, -0.2060327009588785, -0.3054051690807089, -0.3847135763304701, -0.8309040824733298, -0.7660505627908032, -0.4137928885167419, -0.43062489291125416, -0.7054423997488066, -0.41575244705626746, 0.24520256444654853, 0.9932923804516673, 0.3741083122341644, 0.34853620662674567, -0.6083976796030504]",-0.2548368025459738,"[-0.23432850162145416, 0.8290126777102653, -0.39723567213055344, -0.3199723309653431, -0.14002283638670046, -0.13875744794508332, 0.2540919690849667, -0.12376400067299767, 0.005881108578651319, -0.24562054934667912, -0.14448916205188733, 0.05218766473410479, 0.26648493424836595, 0.10725816999509517, -0.14034505419303925, 0.5702578754307733, 0.48762829938892605, -0.31545662885662545, -0.31760473796947697, -0.0802313801120986]",-0.0012512801540395095
